Pulse_time,I_e,Tau_Syn_Ex,Result
300,6,70.0,0.0
300,6,71.0,0.0
300,6,72.0,0.0
300,6,73.0,0.0
300,6,73.75,0.0
300,6,74.75,0.0
300,6,75.75,0.0
300,6,76.75,0.0
300,6,77.5,0.0
300,6,78.5,0.0
300,6,79.5,0.0
300,6,80.5,0.0
300,6,81.25,0.0
300,6,82.25,0.0
300,6,83.25,0.0
300,6,84.25,0.0
300,6,85.0,0.0
300,6,86.0,0.0
300,6,87.0,0.0
300,6,88.0,0.0
300,6,88.75,0.0
300,6,89.75,0.0
300,6,90.75,0.0
300,6,91.75,0.0
300,6,92.5,0.0
300,6,93.5,0.0
300,6,94.5,0.0
300,6,95.5,0.0
300,6,96.25,0.0
300,6,97.25,0.0
300,6,98.25,0.0
300,6,99.25,0.0
300,7,70.0,0.0
300,7,71.0,0.0
300,7,72.0,0.0
300,7,73.0,0.0
300,7,73.75,0.0
300,7,74.75,0.0
300,7,75.75,0.0
300,7,76.75,0.0
300,7,77.5,0.0
300,7,78.5,0.0
300,7,79.5,0.0
300,7,80.5,0.0
300,7,81.25,0.0
300,7,82.25,0.0
300,7,83.25,0.0
300,7,84.25,0.0
300,7,85.0,0.0
300,7,86.0,0.0
300,7,87.0,0.0
300,7,88.0,0.0
300,7,88.75,0.0
300,7,89.75,0.0
300,7,90.75,0.0
300,7,91.75,0.0
300,7,92.5,0.0
300,7,93.5,0.0
300,7,94.5,0.0
300,7,95.5,0.0
300,7,96.25,0.0
300,7,97.25,0.0
300,7,98.25,0.0
300,7,99.25,0.0
300,8,70.0,0.0
300,8,71.0,0.0
300,8,72.0,0.0
300,8,73.0,0.0
300,8,73.75,0.0
300,8,74.75,0.0
300,8,75.75,0.0
300,8,76.75,0.0
300,8,77.5,0.0
300,8,78.5,0.0
300,8,79.5,0.0
300,8,80.5,0.0
300,8,81.25,0.0
300,8,82.25,0.0
300,8,83.25,0.0
300,8,84.25,0.0
300,8,85.0,0.0
300,8,86.0,0.0
