Pulse_time,I_e,Tau_Syn_Ex,Result
300,6,96.25,0.0
300,6,97.25,0.0
300,6,98.25,0.0
300,6,99.25,0.0
300,7,96.25,0.0
300,7,97.25,0.0
300,7,98.25,0.0
300,7,99.25,0.0
300,8,96.25,0.0
300,8,97.25,0.0
300,8,98.25,0.0
300,8,99.25,0.0
300,9,96.25,0.0
300,9,97.25,0.0
300,9,98.25,0.0
300,9,99.25,0.0
305,6,96.25,0.0
305,6,97.25,0.0
305,6,98.25,0.0
305,6,99.25,0.0
305,7,96.25,0.0
305,7,97.25,0.0
305,7,98.25,0.0
305,7,99.25,0.0
305,8,96.25,0.0
305,8,97.25,0.0
305,8,98.25,0.0
305,8,99.25,0.0
305,9,96.25,0.0
305,9,97.25,0.0
305,9,98.25,0.0
305,9,99.25,0.0
310,6,96.25,0.0
310,6,97.25,0.0
310,6,98.25,0.0
310,6,99.25,0.0
310,7,96.25,0.0
310,7,97.25,0.0
310,7,98.25,0.0
310,7,99.25,0.0
310,8,96.25,0.0
310,8,97.25,0.0
310,8,98.25,0.0
310,8,99.25,0.0
310,9,96.25,0.0
310,9,97.25,0.0
310,9,98.25,0.0
310,9,99.25,0.0
315,6,96.25,0.0
315,6,97.25,0.0
315,6,98.25,0.0
315,6,99.25,0.0
315,7,96.25,0.0
315,7,97.25,0.0
315,7,98.25,0.0
315,7,99.25,0.0
315,8,96.25,0.0
315,8,97.25,0.0
315,8,98.25,0.0
315,8,99.25,0.0
315,9,96.25,0.0
315,9,97.25,0.0
315,9,98.25,0.0
315,9,99.25,0.0
320,6,96.25,0.0
320,6,97.25,0.0
320,6,98.25,0.0
320,6,99.25,0.0
320,7,96.25,0.0
320,7,97.25,0.0
320,7,98.25,0.0
320,7,99.25,0.0
320,8,96.25,0.0
320,8,97.25,0.0
320,8,98.25,0.0
320,8,99.25,0.0
320,9,96.25,0.0
320,9,97.25,0.0
320,9,98.25,0.0
320,9,99.25,0.0
325,6,96.25,0.0
325,6,97.25,0.0
325,6,98.25,0.0
325,6,99.25,0.0
325,7,96.25,0.0
325,7,97.25,0.0
325,7,98.25,0.0
325,7,99.25,0.0
325,8,96.25,0.0
325,8,97.25,0.0
325,8,98.25,0.0
325,8,99.25,0.0
325,9,96.25,0.0
325,9,97.25,0.0
325,9,98.25,0.0
325,9,99.25,0.0
330,6,96.25,0.0
330,6,97.25,0.0
330,6,98.25,0.0
330,6,99.25,0.0
330,7,96.25,0.0
330,7,97.25,0.0
330,7,98.25,0.0
330,7,99.25,0.0
330,8,96.25,0.0
330,8,97.25,0.0
330,8,98.25,0.0
330,8,99.25,0.0
330,9,96.25,0.0
330,9,97.25,0.0
330,9,98.25,0.0
330,9,99.25,0.0
335,6,96.25,0.0
335,6,97.25,0.0
335,6,98.25,0.0
335,6,99.25,0.0
335,7,96.25,0.0
335,7,97.25,0.0
335,7,98.25,0.0
335,7,99.25,0.0
335,8,96.25,0.0
335,8,97.25,0.0
335,8,98.25,0.0
335,8,99.25,0.0
335,9,96.25,0.0
335,9,97.25,0.0
335,9,98.25,0.0
335,9,99.25,0.0
340,6,96.25,0.0
340,6,97.25,0.0
340,6,98.25,0.0
340,6,99.25,0.0
340,7,96.25,0.0
